label,ss,peakVel,peakThetaDot,maxThetaDeg,minThetaDeg
EHA_var_elec,8,1.0721524219725,0.387601060258445,46.1180993397657,-43.0539376145256
EHA_fixed_elec,8,0.932895400927413,0.340717865430846,44.9485270270288,-36.1749905298526
